黔南火车站				26.264536	107.523205
赤水火车站				28.493334	105.920513
毕节火车站				27.408562	105.333323
玉舍火车站				29.644078	111.767492
遵义北火车站				27.699961	106.93126
三亚火车站				18.301918	109.499401
海口火车站				20.033554	110.16898
东方火车站				19.094442	108.697831
山海关火车站				40.006761	119.773864
唐山火车站				39.631415	118.125417
北戴河火车站				39.856995	119.426578
石家庄火车站				38.048038	114.495968
邯郸火车站				36.609316	114.482702
沧州火车站				38.315644	116.884334
衡水火车站				37.74999	115.697478
邢台火车站				37.075952	114.498746
保定火车站				38.868748	115.487222
昌黎火车站				39.710207	119.174245
任丘火车站				38.700304	116.151497
霸州火车站				39.128909	116.381908
滦县火车站				39.785509	118.583777
辛集火车站				37.910772	115.221399
张家口南火车站				40.811188	114.893782
清河城火车站				37.070016	115.693563
泊头火车站				38.067171	116.593502
石家庄北火车站				38.048958	114.522082
宣化火车站				40.604166	115.063595
定州火车站				38.536422	114.979719
晋州火车站				38.0266	115.038708
肃宁火车站				38.419991	115.858268
沙城火车站				40.402876	115.523042
吴桥火车站				37.633594	116.392525
唐山北火车站				39.650531	118.183451
东光火车站				37.898774	116.537173
高碑店火车站				39.334497	115.865256
青县火车站				38.565778	116.851234
隆化火车站				41.334629	117.75789
阳泉北火车站				37.869529	113.569238
沙河市火车站				36.938635	114.283093
承德火车站				40.971329	117.961451
深州火车站				38.017102	115.620272
四合永火车站				41.807759	117.834039
滦平火车站				40.928936	117.322787
藁城火车站				38.033572	114.838763
柴沟堡火车站				40.67671	114.422704
廊坊火车站				39.518998	116.712261
高邑火车站				37.611291	114.603801
兴隆县火车站				40.458142	117.726136
涿州火车站				39.486782	115.99108
纪家沟火车站				29.644078	111.767492
白涧火车站				39.652297	115.296424
大营镇火车站				29.644078	111.767492
饶阳火车站				38.243327	115.723507
涞源火车站				39.37807	114.718827
玉田县火车站				39.818843	117.734753
枣强火车站				37.510396	115.745935
鹰手营子火车站				40.55568	117.669298
前磨头火车站				29.644078	111.767492
井店火车站				36.611082	113.729025
龙华火车站				37.618006	116.029231
龙华火车站				37.618006	116.029231
东戌火车站				29.644078	111.767492
涉县火车站				36.598105	113.742914
阳邑火车站				29.644078	111.767492
磁县火车站				36.406731	114.255101
新固镇火车站				29.644078	111.767492
磁山火车站				29.644078	111.767492
平泉火车站				41.005869	118.706464
承德东火车站				40.992521	117.933822
上板城火车站				29.644078	111.767492
下板城火车站				40.780043	118.182967
武安火车站				36.682841	114.218778
康城火车站				29.644078	111.767492
张家口火车站				40.819147	114.895242
午汲火车站				29.644078	111.767492
迁安火车站				39.931931	118.699746
下花园火车站				40.492484	115.287085
偏店火车站				29.644078	111.767492
望都火车站				38.714412	115.171883
